property_id,type,city,district,address,area,rooms,price,build_year,status
1140,apartment,Semey,Auezov,63 Lane,36.9,3,41594514,2019,sold
1141,apartment,Kyzylorda,Central,102 Street,458.1,3,390727469,1992,available
1142,house,Astana,North,144 Street,223.5,3,155386690,2001,available
1143,apartment,Kyzylorda,East,16 Lane,267.0,2,292552995,1954,available
1144,apartment,Kostanay,Central,69 Street,759.9,6,562173707,1980,available
1145,house,Semey,Auezov,190 Avenue,922.8,3,814941783,1951,available
1146,house,Shymkent,East,113 Avenue,58.3,3,45666205,2017,available
1147,house,Semey,Bostandyk,103 Avenue,310.8,3,404476846,1984,available
1148,house,Taraz,Almalinsky,167 Street,158.7,4,163069900,1997,available
1149,apartment,Aktobe,East,85 Street,181.0,5,152272547,2003,available
1150,apartment,Almaty,West,180 Street,215.3,0,168786231,1992,available
1151,house,Kyzylorda,South,18 Boulevard,643.6,1,316535072,1974,available
1152,office,Kostanay,Almalinsky,187 Boulevard,379.9,3,444014118,1975,available
1153,apartment,Karagandy,West,46 Boulevard,572.4,1,602578908,1999,available
1154,house,Kyzylorda,Almalinsky,71 Road,675.1,3,264114357,1979,reserved
1155,apartment,Kyzylorda,South,37 Street,486.0,0,332719539,1956,available
1156,office,Kostanay,Turksib,121 Boulevard,316.5,0,156551031,1999,sold
1157,apartment,Semey,Medeu,136 Avenue,885.6,6,377914818,1985,sold
1158,office,Semey,Saryarka,126 Boulevard,691.7,3,534446704,1996,sold
1159,house,Taraz,Bostandyk,55 Road,568.6,1,319266817,1951,available
1160,apartment,Karagandy,Central,151 Boulevard,341.9,2,384802479,1951,available
1161,apartment,Pavlodar,Turksib,123 Lane,63.0,5,53517492,1957,reserved
1162,office,Aktobe,Almalinsky,162 Lane,500.5,3,516757697,2019,sold
1163,apartment,Almaty,Almalinsky,183 Street,711.5,1,771139281,1966,available
1164,office,Astana,Central,114 Avenue,328.0,2,341152083,1952,available
1165,house,Taraz,South,151 Boulevard,526.0,5,395761745,1957,available
1166,office,Semey,South,187 Boulevard,102.3,3,36298089,2014,available
1167,house,Almaty,West,71 Road,363.7,2,261728358,1961,available
1168,apartment,Astana,North,47 Avenue,201.9,4,140950178,1971,sold
1169,apartment,Taraz,Saryarka,21 Street,321.6,5,327742206,1974,sold
1170,house,Pavlodar,Central,98 Boulevard,194.4,1,151771336,1974,available
1171,apartment,Pavlodar,West,179 Lane,279.3,3,163623331,2016,available
1172,house,Shymkent,Central,150 Lane,172.6,4,91338647,1994,available
1173,house,Pavlodar,East,88 Road,560.6,5,475800888,1976,available
1174,apartment,Almaty,North,133 Street,485.7,3,402226959,1997,available
1175,house,Almaty,Medeu,180 Avenue,636.9,6,707546000,1970,available
1176,apartment,Astana,South,92 Boulevard,179.5,4,67869552,2008,available
1177,house,Kostanay,Saryarka,63 Boulevard,728.9,4,471770309,1988,available
1178,office,Karagandy,Auezov,28 Lane,437.4,2,486646004,1953,available
1179,apartment,Pavlodar,Almalinsky,179 Road,214.5,4,178480302,1992,sold
1180,apartment,Astana,West,197 Street,805.5,3,520390440,1968,available
1181,apartment,Pavlodar,North,48 Street,860.6,3,294524949,2021,sold
1182,apartment,Aktobe,South,89 Avenue,481.4,5,278902240,2010,available
1183,office,Karagandy,North,100 Street,332.0,1,203934312,1986,sold
1184,house,Kostanay,Almalinsky,101 Road,90.2,3,96758770,1953,available
1185,house,Karagandy,Medeu,93 Boulevard,511.4,0,478176001,1959,available
1186,apartment,Karagandy,Central,55 Boulevard,446.7,2,251484640,1969,available
1187,apartment,Aktobe,Central,67 Lane,195.9,3,203014175,2009,sold
1188,apartment,Astana,Turksib,104 Avenue,177.7,1,138480203,2008,available
1189,house,Kostanay,Bostandyk,198 Avenue,316.9,2,259597934,2007,available
1190,house,Taraz,Auezov,94 Avenue,789.8,3,586230396,1960,available
1191,apartment,Kyzylorda,West,51 Road,816.6,5,862922846,2009,available
1192,apartment,Aktobe,Saryarka,94 Avenue,891.4,5,546939398,1987,sold
1193,apartment,Pavlodar,South,76 Boulevard,428.7,3,267671365,1964,available
1194,apartment,Kostanay,East,45 Avenue,544.3,1,546932627,2005,sold
1195,apartment,Aktobe,Almalinsky,63 Road,577.7,0,202260336,1968,available
1196,house,Astana,Bostandyk,132 Avenue,351.0,5,331395739,1952,available
1197,house,Astana,Bostandyk,30 Street,579.5,2,502658262,1981,available
1198,apartment,Kyzylorda,Saryarka,56 Lane,289.3,5,263603485,1955,available
1199,office,Pavlodar,West,2 Lane,223.0,3,180891975,2009,available
1200,land,Taraz,North,57 Street,428.9,0,209651299,0,available
1201,house,Aktobe,Almalinsky,108 Road,342.2,3,254881967,1993,available
1202,apartment,Aktobe,South,119 Lane,226.4,5,98051720,2001,available
1203,office,Astana,Turksib,125 Road,985.2,0,572607044,1997,available
1204,house,Aktobe,Turksib,120 Avenue,172.8,4,73154881,2005,available
1205,house,Pavlodar,Auezov,191 Lane,989.9,3,953001035,1965,available
1206,apartment,Astana,Almalinsky,75 Street,867.6,6,948751081,2001,available
1207,apartment,Karagandy,Bostandyk,154 Boulevard,333.0,2,307765574,1990,available
1208,apartment,Karagandy,Bostandyk,127 Lane,300.6,3,152455003,2001,available
1209,apartment,Taraz,Saryarka,168 Street,689.7,0,472113501,2003,available
1210,house,Kyzylorda,East,36 Road,627.5,0,575779561,1952,available
1211,apartment,Kyzylorda,Turksib,121 Avenue,952.8,0,1064532448,1999,available
1212,office,Shymkent,Saryarka,95 Street,191.7,1,103816688,1953,available
1213,apartment,Karagandy,Turksib,155 Lane,989.9,6,447535128,1964,sold
1214,office,Shymkent,East,119 Avenue,26.7,0,23485007,2016,reserved
1215,office,Astana,Bostandyk,67 Road,138.6,0,108903727,1957,available
1216,apartment,Almaty,Medeu,103 Road,636.7,3,436604089,1965,available
1217,office,Kyzylorda,North,185 Street,379.1,2,145496160,2011,available
1218,apartment,Astana,Saryarka,182 Lane,757.5,6,371382567,2006,available
1219,apartment,Pavlodar,Almalinsky,71 Road,55.0,1,21810743,1978,sold
1220,apartment,Pavlodar,West,184 Street,576.3,2,409317153,1987,available
1221,office,Shymkent,South,156 Boulevard,862.0,2,610510711,1977,available
1222,apartment,Almaty,West,94 Road,750.5,4,499277756,1971,reserved
1223,house,Kyzylorda,Auezov,81 Road,386.9,6,464568797,2017,available
1224,apartment,Kostanay,Central,172 Avenue,355.5,2,148525570,1965,available
1225,apartment,Aktobe,Almalinsky,164 Avenue,843.2,6,975025494,1979,sold
1226,apartment,Almaty,Bostandyk,161 Avenue,953.0,4,343535490,2020,reserved
1227,office,Semey,North,15 Lane,575.4,1,334929793,1973,available
1228,house,Karagandy,East,177 Lane,193.9,4,95242575,1974,sold
1229,office,Shymkent,Auezov,78 Avenue,223.6,1,190953835,2009,available
1230,office,Almaty,Medeu,163 Avenue,212.5,0,148263006,2010,available
1231,apartment,Karagandy,Almalinsky,125 Boulevard,577.9,4,461184653,2006,sold
1232,apartment,Kyzylorda,Saryarka,1 Boulevard,759.5,4,434574514,1992,available
1233,apartment,Pavlodar,West,137 Street,354.3,5,263444099,2006,available
1234,house,Shymkent,Saryarka,2 Boulevard,895.5,4,560557693,1958,sold
1235,house,Astana,Saryarka,88 Road,826.1,1,913790206,1977,available
1236,apartment,Semey,Saryarka,27 Boulevard,929.0,1,651653875,1970,available
1237,apartment,Shymkent,South,157 Street,339.2,4,425924324,2003,sold
1238,apartment,Pavlodar,Saryarka,78 Boulevard,162.1,2,175015872,1990,available
1239,apartment,Kostanay,Bostandyk,2 Lane,74.2,3,51477663,2008,sold
1240,apartment,Karagandy,East,170 Boulevard,308.9,2,96374595,1998,available
1241,apartment,Karagandy,East,159 Road,451.3,2,160413963,1991,sold
1242,office,Kyzylorda,Saryarka,12 Lane,694.0,3,435200231,1998,available
1243,apartment,Taraz,West,138 Boulevard,449.4,2,153435875,1959,available
1244,house,Kostanay,South,39 Road,312.9,1,245863281,1991,available
1245,house,Pavlodar,Auezov,136 Boulevard,695.8,1,572626071,1990,reserved
1246,apartment,Aktobe,East,48 Boulevard,479.0,3,263742813,1983,available
1247,house,Almaty,South,31 Lane,438.8,6,323712316,1956,sold
1248,apartment,Semey,Medeu,5 Road,448.5,0,599863123,1991,sold
1249,apartment,Kyzylorda,Medeu,163 Avenue,739.7,4,289857098,1964,available
1250,house,Astana,Almalinsky,120 Road,657.2,1,710482482,2005,sold
1251,apartment,Shymkent,Turksib,85 Avenue,198.0,4,121283853,2005,sold
1252,apartment,Pavlodar,Central,160 Lane,38.5,1,19544227,1978,available
1253,house,Semey,Saryarka,168 Street,774.5,4,1015377779,2023,available
1254,house,Karagandy,West,47 Avenue,45.7,4,42875059,1966,available
1255,land,Taraz,Medeu,59 Street,722.7,0,386459210,0,available
1256,office,Taraz,Central,36 Lane,140.6,3,52071113,1976,available
1257,apartment,Kostanay,East,53 Lane,598.4,0,199696744,2024,sold
1258,apartment,Karagandy,North,126 Road,371.2,2,221073343,1961,sold
1259,apartment,Pavlodar,Auezov,29 Lane,35.8,3,35165404,1962,available
1260,office,Astana,Bostandyk,167 Boulevard,244.8,0,243634180,2010,available
1261,land,Taraz,Central,37 Street,683.8,0,212417934,0,available
1262,apartment,Almaty,Central,153 Street,869.0,5,489921449,2003,sold
1263,apartment,Shymkent,Auezov,39 Street,377.8,0,309194422,1976,available
1264,house,Pavlodar,Almalinsky,83 Avenue,787.6,2,253453513,1968,sold
1265,apartment,Kostanay,Almalinsky,185 Road,186.3,0,67672222,1961,available
1266,apartment,Aktobe,Saryarka,107 Road,451.6,6,401512369,1989,available
1267,office,Pavlodar,South,83 Road,378.3,0,303637904,2023,available
1268,apartment,Shymkent,South,58 Avenue,748.3,5,573299330,1963,available
1269,apartment,Pavlodar,Medeu,182 Lane,675.0,4,617270210,1984,sold
1270,apartment,Kostanay,Medeu,170 Street,587.8,6,226025015,1999,available
1271,house,Shymkent,Central,37 Avenue,838.7,1,347270438,2023,available
1272,office,Karagandy,Turksib,148 Lane,463.1,1,296713931,2006,available
1273,apartment,Semey,Medeu,87 Street,270.2,6,324996773,2008,available
1274,house,Taraz,Auezov,68 Avenue,786.3,3,818771564,1966,available
1275,land,Astana,North,141 Boulevard,602.1,0,362002592,0,available
1276,office,Semey,South,102 Road,211.0,1,185256635,1995,available
1277,house,Kyzylorda,Auezov,135 Avenue,804.3,2,680736406,2017,available
1278,apartment,Shymkent,Turksib,163 Road,241.7,6,232007681,2004,sold
1279,apartment,Kostanay,West,100 Road,972.6,3,599346320,1988,available
1280,apartment,Semey,Turksib,80 Street,924.6,4,637950184,2002,available
1281,apartment,Shymkent,East,101 Street,653.2,3,488967443,1994,available
1282,land,Pavlodar,South,103 Avenue,1561.6,0,1381020537,0,available
1283,apartment,Pavlodar,Medeu,3 Avenue,530.2,4,218720759,2010,available
1284,apartment,Astana,Auezov,191 Road,465.3,0,559886868,1993,sold
1285,office,Almaty,Bostandyk,66 Avenue,634.4,3,524319366,2012,sold
1286,apartment,Astana,North,188 Road,960.5,6,690432384,2013,sold
1287,land,Kostanay,Central,164 Avenue,1784.3,0,1073560477,0,available
1288,apartment,Semey,Medeu,108 Boulevard,983.4,0,332582528,2012,available
1289,apartment,Kyzylorda,Bostandyk,171 Boulevard,121.9,6,126601399,2022,available
1290,apartment,Kostanay,Central,155 Avenue,598.5,6,441312541,1962,available
1291,house,Taraz,Almalinsky,173 Road,433.4,3,334697615,2006,sold
1292,apartment,Semey,Central,103 Lane,675.7,0,291425168,1992,available
1293,office,Almaty,Saryarka,65 Boulevard,822.0,2,507289577,1981,available
1294,house,Taraz,Saryarka,179 Boulevard,773.2,1,418573979,2020,available
1295,house,Taraz,South,128 Avenue,347.1,4,305502951,1979,available
1296,apartment,Astana,Turksib,104 Boulevard,629.4,5,280481871,1983,sold
1297,apartment,Taraz,Saryarka,93 Street,960.1,2,264344978,1989,sold
1298,house,Semey,West,194 Road,547.5,3,389446779,1961,available
1299,apartment,Kostanay,West,38 Boulevard,542.2,3,217130409,1987,available
1300,land,Taraz,East,114 Avenue,793.4,0,417427888,0,available
1301,apartment,Karagandy,East,58 Lane,654.9,1,259222025,1952,sold
1302,apartment,Aktobe,Bostandyk,143 Road,998.4,1,763258373,2024,available
1303,apartment,Kostanay,West,181 Boulevard,807.4,2,525526729,1980,available
1304,apartment,Shymkent,Medeu,180 Street,799.6,4,396527183,2014,sold
1305,apartment,Astana,Almalinsky,59 Boulevard,723.2,5,962032318,1978,available
1306,apartment,Almaty,Saryarka,159 Lane,507.2,3,181674975,1971,available
1307,apartment,Almaty,Medeu,123 Street,82.5,2,29606897,1985,available
1308,office,Almaty,Almalinsky,126 Lane,710.1,1,843304772,1977,available
1309,apartment,Pavlodar,Medeu,60 Road,802.4,4,792574365,2019,reserved
1310,apartment,Almaty,Almalinsky,14 Boulevard,595.7,6,702698719,1958,available
1311,house,Karagandy,East,154 Street,839.0,0,740575695,1965,available
1312,apartment,Kostanay,Almalinsky,180 Lane,808.8,3,641188831,1993,available
1313,apartment,Shymkent,Bostandyk,65 Lane,108.9,2,64139648,1960,available
1314,house,Semey,West,6 Road,79.7,4,26724062,1971,available
1315,land,Almaty,Central,84 Lane,890.0,0,907830576,0,available
1316,apartment,Astana,South,49 Road,508.2,4,236719793,1969,available
1317,apartment,Aktobe,South,130 Street,818.1,3,218369252,2018,sold
1318,house,Astana,West,75 Avenue,362.1,1,260900958,1962,available
1319,house,Kyzylorda,Medeu,117 Road,835.1,6,497090555,2020,available
1320,apartment,Shymkent,East,126 Street,798.2,0,579671591,2011,sold
1321,office,Kyzylorda,North,134 Avenue,670.2,2,770006175,2018,available
1322,house,Karagandy,West,83 Street,458.9,1,271736882,2001,available
1323,apartment,Almaty,Saryarka,27 Boulevard,570.0,4,370458840,2013,reserved
1324,house,Almaty,Auezov,11 Street,947.8,2,1045312776,2023,available
1325,house,Almaty,Auezov,8 Avenue,967.4,3,454112177,2018,available
1326,office,Kostanay,Auezov,135 Street,518.6,0,487409474,1973,sold
1327,house,Astana,East,127 Street,579.7,4,212780698,1976,sold
1328,apartment,Pavlodar,Central,62 Boulevard,984.7,3,975223498,2001,available
1329,apartment,Karagandy,Almalinsky,172 Boulevard,884.3,3,874623096,1989,available
1330,office,Pavlodar,Bostandyk,177 Avenue,427.6,3,310887977,1974,sold
1331,apartment,Kyzylorda,Central,161 Lane,61.0,6,45757308,1978,available
1332,apartment,Shymkent,Saryarka,18 Street,546.2,1,566532264,2000,available
1333,apartment,Kyzylorda,West,28 Avenue,407.0,1,480458120,2013,available
1334,apartment,Almaty,Saryarka,123 Avenue,129.2,0,135632255,1973,available
1335,house,Astana,East,112 Road,383.5,5,170699004,1955,available
1336,apartment,Karagandy,East,186 Boulevard,62.9,0,67964304,1982,sold
1337,apartment,Karagandy,Turksib,15 Lane,392.4,2,263713371,1974,available
1338,house,Almaty,Saryarka,18 Street,609.6,2,488391902,1968,available
1339,apartment,Astana,Turksib,17 Lane,527.7,0,392403267,1991,available
1340,apartment,Astana,Turksib,60 Avenue,393.6,4,132530521,2022,available
1341,apartment,Almaty,Almalinsky,140 Avenue,39.4,6,44117374,2023,available
1342,apartment,Kyzylorda,Bostandyk,116 Street,689.2,4,431351622,2008,available
1343,office,Aktobe,Auezov,93 Street,161.5,1,180020303,1982,sold
1344,apartment,Almaty,Bostandyk,77 Street,61.7,3,57974383,2019,sold
1345,land,Shymkent,Turksib,91 Street,1907.0,0,1252288749,0,sold
1346,apartment,Kostanay,Saryarka,94 Boulevard,339.5,3,144229863,1981,available
1347,apartment,Karagandy,Turksib,159 Boulevard,902.3,4,1084499705,1997,available
1348,apartment,Shymkent,Saryarka,28 Road,659.2,2,868378011,2002,available
1349,apartment,Semey,South,169 Lane,938.4,3,423912821,1976,available
1350,house,Pavlodar,Turksib,145 Street,648.4,4,572117646,2002,available
1351,apartment,Shymkent,Saryarka,81 Road,934.4,4,763746256,1954,available
1352,house,Astana,Central,3 Avenue,344.9,0,232979501,1975,sold
1353,land,Pavlodar,North,93 Road,1854.8,0,1731346865,0,available
1354,house,Pavlodar,West,26 Road,176.6,1,66881730,2002,available
1355,apartment,Aktobe,West,177 Street,976.6,5,1307889755,1962,sold
1356,apartment,Kostanay,Saryarka,98 Lane,187.0,0,184947113,1996,sold
1357,apartment,Shymkent,Saryarka,6 Lane,947.7,4,540555711,1960,sold
1358,apartment,Shymkent,Almalinsky,77 Lane,918.4,0,1223793249,1975,reserved
1359,apartment,Astana,Medeu,155 Lane,35.6,4,20878806,1982,available
1360,apartment,Semey,Central,126 Boulevard,907.7,0,867220149,1983,available
1361,apartment,Almaty,West,192 Lane,666.2,2,530392933,1966,sold
1362,office,Almaty,Almalinsky,5 Boulevard,393.1,3,252376190,1954,available
1363,apartment,Kostanay,Medeu,94 Road,856.6,6,632696865,1966,sold
1364,house,Semey,East,126 Boulevard,281.3,3,264349166,1990,sold
1365,office,Almaty,South,196 Avenue,258.1,1,164164366,1969,available
1366,apartment,Astana,North,3 Avenue,741.8,2,841226678,1969,available
1367,land,Aktobe,Turksib,85 Avenue,1380.1,0,413878762,0,sold
1368,office,Shymkent,North,184 Avenue,23.8,1,12653397,1999,available
1369,apartment,Aktobe,East,182 Lane,613.3,1,484011523,1957,available
1370,apartment,Astana,South,51 Boulevard,161.0,4,115317559,1965,sold
1371,apartment,Shymkent,Medeu,194 Street,179.2,5,173261391,2002,available
1372,apartment,Kostanay,West,89 Street,539.9,5,638358469,1986,sold
1373,apartment,Astana,Saryarka,89 Avenue,627.4,6,461086338,2007,available
1374,house,Astana,Medeu,151 Boulevard,704.1,4,529687806,1983,sold
1375,apartment,Taraz,Saryarka,95 Lane,314.2,3,219419208,1974,available
1376,apartment,Taraz,Bostandyk,120 Lane,337.9,6,426573358,2009,sold
1377,apartment,Shymkent,South,189 Lane,431.2,0,522291423,1998,reserved
1378,house,Kostanay,Medeu,4 Lane,795.5,5,763054413,1973,available
1379,apartment,Aktobe,South,70 Boulevard,213.8,3,128640895,2020,available
1380,apartment,Kyzylorda,Saryarka,111 Lane,948.4,1,746949611,1995,reserved
1381,apartment,Taraz,Saryarka,156 Boulevard,158.6,4,204363933,2003,available
1382,land,Shymkent,Medeu,162 Boulevard,1494.5,0,870274005,0,available
1383,apartment,Taraz,South,95 Road,971.0,0,290825246,1981,available
1384,apartment,Karagandy,Medeu,163 Lane,791.1,4,536352507,1974,sold
1385,land,Kyzylorda,East,182 Road,1375.0,0,1276575894,0,available
1386,office,Taraz,Auezov,25 Lane,755.2,2,280801922,1984,available
1387,apartment,Karagandy,West,183 Street,376.5,6,119472840,1950,available
1388,office,Aktobe,Auezov,38 Boulevard,957.5,3,1183940298,2018,available
1389,office,Karagandy,Almalinsky,155 Avenue,309.7,0,261562137,2014,available
1390,house,Kostanay,Central,77 Boulevard,220.2,2,75381445,2003,available
1391,apartment,Shymkent,Saryarka,161 Lane,564.2,4,365426775,1985,available
1392,apartment,Kyzylorda,Saryarka,73 Street,594.8,2,586423474,1991,available
1393,apartment,Taraz,Bostandyk,141 Avenue,636.3,5,327892246,1954,available
1394,apartment,Kyzylorda,Central,131 Avenue,728.3,5,251730942,1958,available
1395,apartment,Shymkent,East,24 Boulevard,972.9,2,340224371,1958,available
1396,apartment,Semey,Bostandyk,165 Lane,700.7,4,820805187,2007,available
1397,house,Pavlodar,East,62 Avenue,651.9,4,221774586,1978,available
1398,apartment,Karagandy,South,36 Road,333.1,3,348800616,1952,available
1399,apartment,Almaty,Turksib,183 Lane,559.0,0,268382586,1954,available
1400,apartment,Almaty,Medeu,180 Avenue,590.0,2,447357924,1971,available
1401,apartment,Almaty,Turksib,191 Road,295.8,4,188386300,1999,available
1402,apartment,Kyzylorda,West,86 Street,340.5,2,235861713,2007,available
1403,house,Semey,Bostandyk,53 Street,130.4,3,146523351,1976,available
1404,apartment,Pavlodar,Turksib,55 Road,821.5,2,624194776,1979,available
1405,office,Pavlodar,East,131 Avenue,323.7,1,387628437,1976,available
1406,house,Taraz,Saryarka,101 Road,758.8,3,577059594,1981,available
1407,apartment,Almaty,Central,159 Avenue,860.0,2,977943396,1988,available
1408,house,Shymkent,North,14 Boulevard,231.0,1,297389956,1997,available
1409,apartment,Almaty,West,198 Avenue,900.6,2,385145439,2008,sold
1410,office,Karagandy,North,163 Avenue,882.7,3,340973712,1980,available
1411,office,Semey,West,70 Avenue,708.8,3,272421112,1977,available
1412,house,Almaty,Central,128 Lane,833.8,3,381480678,1951,available
1413,apartment,Astana,West,182 Boulevard,724.5,1,599433219,1984,reserved
1414,apartment,Aktobe,Central,167 Avenue,876.1,6,960693770,2012,sold
1415,house,Almaty,West,94 Avenue,606.1,3,629521389,2019,available
1416,house,Taraz,Auezov,139 Street,334.3,5,177941483,2001,available
1417,land,Pavlodar,South,173 Lane,1481.1,0,1170289785,0,available
1418,apartment,Shymkent,Medeu,92 Lane,461.8,4,430016825,1955,available
1419,office,Shymkent,Almalinsky,88 Road,640.0,1,702342554,1976,sold
1420,apartment,Kostanay,North,129 Road,61.1,0,45071613,2020,available
1421,apartment,Karagandy,Turksib,182 Boulevard,499.4,2,535619367,2020,sold
1422,apartment,Kostanay,East,148 Boulevard,754.8,5,620969081,2008,available
1423,house,Karagandy,Central,130 Avenue,505.3,0,431442834,2001,available
1424,apartment,Astana,East,7 Avenue,50.5,0,27781298,1959,available
1425,apartment,Astana,Bostandyk,92 Lane,30.4,4,16555584,1976,available
1426,house,Aktobe,Turksib,158 Road,61.0,3,71937890,1994,available
1427,house,Kostanay,Auezov,198 Avenue,434.2,4,350433343,2012,reserved
1428,apartment,Aktobe,North,122 Boulevard,552.9,0,326063989,1962,available
1429,house,Karagandy,Almalinsky,121 Avenue,336.4,4,383908386,1977,available
1430,apartment,Shymkent,Almalinsky,173 Avenue,936.8,3,296036336,1985,available
1431,apartment,Semey,Turksib,186 Avenue,268.1,0,248016481,2007,available
1432,apartment,Pavlodar,Almalinsky,85 Lane,127.5,1,124104826,2011,available
1433,apartment,Shymkent,Bostandyk,12 Boulevard,199.0,2,221900534,2013,available
1434,apartment,Astana,North,43 Street,149.4,4,117506688,1996,sold
1435,apartment,Semey,Medeu,163 Road,124.2,3,39963701,2004,available
1436,apartment,Taraz,Saryarka,103 Road,920.9,1,325652729,2023,available
1437,apartment,Semey,Medeu,143 Boulevard,488.3,6,449183378,1964,available
1438,apartment,Shymkent,West,35 Lane,31.0,0,18942098,2017,available
1439,apartment,Almaty,West,36 Boulevard,922.3,6,675446637,1977,available
1440,apartment,Aktobe,East,26 Street,400.1,5,395434009,1959,available
1441,apartment,Semey,South,195 Avenue,488.1,0,355160114,2002,sold
1442,apartment,Karagandy,West,105 Avenue,757.3,0,912727643,1953,available
1443,house,Taraz,Bostandyk,116 Road,839.6,1,695685523,2015,sold
1444,house,Shymkent,East,154 Road,301.9,6,115393927,2003,available
1445,apartment,Shymkent,Turksib,11 Boulevard,291.8,2,235243187,1993,available
1446,apartment,Taraz,West,121 Road,498.0,6,580548008,2021,sold
1447,house,Kyzylorda,South,121 Boulevard,109.2,3,130289444,1958,available
1448,apartment,Pavlodar,West,153 Road,243.3,2,278816453,1994,reserved
1449,apartment,Taraz,Auezov,174 Lane,293.0,4,212376555,1967,sold
1450,house,Karagandy,Turksib,176 Boulevard,718.4,4,473603494,2024,available
1451,apartment,Pavlodar,Turksib,64 Street,606.2,5,554417742,2013,available
1452,apartment,Pavlodar,Almalinsky,118 Road,354.6,2,270100344,1998,sold
1453,land,Almaty,North,49 Boulevard,1884.5,0,1336646657,0,reserved
1454,apartment,Pavlodar,Auezov,146 Lane,215.2,0,267722644,2012,available
1455,apartment,Kostanay,Medeu,31 Street,197.5,2,232782839,1955,sold
1456,apartment,Semey,Auezov,69 Street,788.2,5,638191619,2022,available
1457,apartment,Kyzylorda,West,73 Lane,255.9,1,225364370,1984,sold
1458,apartment,Karagandy,South,6 Road,592.4,6,331014467,1999,available
1459,house,Shymkent,North,147 Road,979.1,2,855857080,1981,sold
1460,apartment,Aktobe,Almalinsky,43 Street,919.3,2,326536987,1989,available
1461,office,Kostanay,Saryarka,55 Street,118.4,0,77286859,1969,sold
1462,apartment,Kyzylorda,Bostandyk,6 Road,769.8,1,839017351,2017,available
1463,apartment,Semey,Almalinsky,100 Lane,614.4,2,219561192,1998,available
1464,apartment,Karagandy,Medeu,91 Lane,288.7,5,144684347,2010,reserved
1465,house,Kyzylorda,East,166 Avenue,463.2,6,152325435,1996,available
1466,apartment,Aktobe,Bostandyk,23 Lane,269.8,1,170372913,1983,available
1467,apartment,Kyzylorda,Turksib,133 Road,540.3,1,683332693,1996,available
1468,apartment,Shymkent,North,158 Road,69.1,0,48165879,1969,available
1469,office,Pavlodar,South,59 Lane,325.4,0,138516312,1956,available
1470,house,Shymkent,West,141 Lane,943.2,1,543019054,1975,available
1471,apartment,Astana,West,46 Road,141.7,3,107160974,1972,available
1472,office,Karagandy,Central,84 Street,771.0,0,670309729,2000,available
1473,apartment,Shymkent,South,62 Road,837.6,4,828998673,2008,available
1474,apartment,Karagandy,South,164 Road,759.4,0,768552145,1986,available
1475,house,Kostanay,Auezov,139 Lane,891.0,3,1223007957,1995,sold
1476,apartment,Kostanay,West,135 Lane,183.6,6,154439850,1976,available
1477,land,Pavlodar,North,155 Lane,1012.1,0,466671702,0,available
1478,house,Karagandy,Bostandyk,199 Street,460.9,4,512661664,1988,available
1479,apartment,Karagandy,Saryarka,65 Lane,411.3,5,340807051,2009,available
1480,land,Karagandy,South,164 Avenue,872.7,0,299292939,0,available
1481,house,Kostanay,North,154 Boulevard,367.7,4,239029653,2011,available
1482,apartment,Pavlodar,Auezov,43 Avenue,992.3,1,986146288,1957,available
1483,apartment,Semey,Medeu,7 Lane,415.3,6,332027439,1991,available
1484,apartment,Semey,Almalinsky,32 Lane,763.3,3,613768683,2020,sold
1485,apartment,Astana,South,97 Boulevard,667.4,3,674161945,1968,available
1486,office,Astana,Almalinsky,99 Boulevard,406.5,0,111110834,1967,available
1487,apartment,Kostanay,South,110 Road,576.8,1,143259317,1954,available
1488,apartment,Astana,East,120 Street,926.3,3,398411549,1993,available
1489,land,Aktobe,West,148 Road,1276.7,0,1556050049,0,available
1490,apartment,Shymkent,Turksib,175 Road,529.6,2,603603618,1981,available
1491,apartment,Aktobe,West,85 Road,314.6,5,307742491,1988,sold
1492,apartment,Shymkent,Auezov,58 Street,883.1,1,546056656,1962,available
1493,apartment,Kostanay,Bostandyk,108 Road,344.6,0,187377789,1958,sold
1494,office,Almaty,Bostandyk,104 Lane,171.0,3,201869391,1992,sold
1495,apartment,Karagandy,Saryarka,126 Lane,596.7,3,366548984,1981,available
1496,apartment,Shymkent,Almalinsky,84 Road,389.3,0,126652927,1951,available
1497,apartment,Astana,Turksib,39 Avenue,22.0,1,6642519,1996,available
1498,office,Taraz,Turksib,147 Avenue,59.6,2,29025405,2024,available
1499,apartment,Almaty,East,44 Lane,827.7,3,328418633,1987,available
1500,apartment,Kyzylorda,West,36 Avenue,473.1,6,267125032,2015,available
